County,Measure Names,Measure Values
POLK,Total Staffed Bed Capacity,"1,641"
PUTNAM,Bed Census,56
PUTNAM,Available,28
PUTNAM,Available Capacity,0.333333333
PUTNAM,Total Staffed Bed Capacity,84
SANTA ROSA,Bed Census,128
SANTA ROSA,Available,227
SANTA ROSA,Available Capacity,0.639436620
SANTA ROSA,Total Staffed Bed Capacity,355
SARASOTA,Bed Census,"1,011"
SARASOTA,Available,314
SARASOTA,Available Capacity,0.236981132
SARASOTA,Total Staffed Bed Capacity,"1,325"
SEMINOLE,Bed Census,805
SEMINOLE,Available,221
SEMINOLE,Available Capacity,0.215399610
SEMINOLE,Total Staffed Bed Capacity,"1,026"
ST. JOHNS,Bed Census,194
ST. JOHNS,Available,136
ST. JOHNS,Available Capacity,0.412121212
ST. JOHNS,Total Staffed Bed Capacity,330
ST. LUCIE,Bed Census,668
ST. LUCIE,Available,205
ST. LUCIE,Available Capacity,0.234822451
ST. LUCIE,Total Staffed Bed Capacity,873
SUMTER,Bed Census,232
SUMTER,Available,115
SUMTER,Available Capacity,0.331412104
SUMTER,Total Staffed Bed Capacity,347
SUWANNEE,Bed Census,0
SUWANNEE,Available,0
SUWANNEE,Available Capacity,
SUWANNEE,Total Staffed Bed Capacity,0
TAYLOR,Bed Census,2
TAYLOR,Available,10
TAYLOR,Available Capacity,0.833333333
TAYLOR,Total Staffed Bed Capacity,12
UNION,Bed Census,63
UNION,Available,29
UNION,Available Capacity,0.315217391
UNION,Total Staffed Bed Capacity,92
VOLUSIA,Bed Census,"1,118"
VOLUSIA,Available,427
VOLUSIA,Available Capacity,0.276375405
VOLUSIA,Total Staffed Bed Capacity,"1,545"
WALTON,Bed Census,60
WALTON,Available,57
WALTON,Available Capacity,0.487179487
WALTON,Total Staffed Bed Capacity,117
WASHINGTON,Bed Census,39
WASHINGTON,Available,20
WASHINGTON,Available Capacity,0.338983051
WASHINGTON,Total Staffed Bed Capacity,59
All,Bed Census,"46,204"
All,Available,"15,177"
All,Available Capacity,0.247258924
All,Total Staffed Bed Capacity,"61,381"
